job_id,title,description_excerpt,predicted_label,classification_score,expected_label,review_notes
473,Junior Performance Marketing Manager (m/w/d),"Alpen, Ambition, Analysen. Bei uns trifft Naturerlebnis auf digitales Know-how. Für unsere wachsenden digitalen Aktivitäten suchen wir DICH. Eine motivierte, performance-orientierte und kreative Persönlichkeit, die Lust hat, im Performance Team Schritt für Schritt Verantwortung zu übernehmen und den digitalen Auftritt unserer Hotels messbar erfolgreich zu machen. Aufgaben Du planst, steuerst und setzt zielgerichtete Online-Kampagnen über verschiedene Kanäle um (Meta, SEA und Display-Werbung) Innerhalb der Kampagnen bekommst Du Budgetverantwortung um unsere Performance zu optimieren Du analysierst unsere Zielgruppen, recherchierst die Keywords und erstellst überzeugende Anzeigentexte Du lernst bei uns was A/B-Tests sind und wir zeigen dir, wie wir unsere Landingpages optimieren Du dokumentierst die Kampagnen und berichtest anhand der Zahlen an den Head of Performance Marketing, der auch im Alltag Dein erster Ansprechpartner ist Du bist aktiv eingebunden in unsere bereichsübergreifenden Marketingprozesse Qualifikation Studium oder Ausbildung im Bereich Marketing / Kommunikation / Tourismus oder ähnlich Erste Erfahrung im Performance Marketing, gerne mit Agentur-Background z. B. mit Google Ads, Analytics, CMS und Webanalyse-Tools Du bist Kreativ, hast Textgefühl und ein Gespür für Zielgruppen, kombiniert mit Zahlenliebe Eigenverantwortung, Lernbereitschaft, Teamspirit und Tourismus-Begeisterung bringen dich bei uns ganz nach vorne Gute Deutsch- und Englischkenntnisse in Wort und...",out_of_scope,0.0,out_of_scope,المهام تركز على الحملات الإعلانية وSEO/SEA والتحليلات التسويقية، وليس على تطوير البرمجيات؛ لذلك خارج النطاق.
668,Senior AI Engineer,"At 5Plus, we build production-grade AI systems that solve real operational problems for our customers. As a Senior AI Engineer (m/f/d), you will take technical responsibility for customer-facing AI solutions — from early design decisions to production deployment and operation. You will design, build, and operate AI applications ranging from LLM-powered workflows (e.g., intelligent document processing, RAG systems) to agentic AI systems that are actively used in customer environments. German language skills at C1 level or above are essential for this role. You’ll work closely with customers and internal engineers to translate ambiguous requirements into reliable, scalable systems and guide AI-driven product development within customer projects. This role is hybrid, with predominantly remote work and occasional on-site presence at customer locations across Germany and our office in Würzburg, Bavaria. Your profile Several years (3–6) of hands-on experience building and operating AI/ML systems in real-world projects. At least one practical implementation of agentic AI systems, beyond simple chains or demos, ideally in a production or near-production context. **Strong Python expertise (**app. 5 years) and experience with modern AI/LLM tooling; framework-agnostic mindset. Proven experience with LLM-based systems (e.g., RAG, embeddings, tool usage) and an understanding of trade-offs between quality, cost, latency, and complexity. Ability to work independently in customer-facing envi...",out_of_scope,2.0,out_of_scope,الدور متخصص بوضوح في بناء وتشغيل أنظمة AI/ML وLLM وRAG، ومسار الذكاء الاصطناعي غير مدعوم ضمن المسارات الأربعة الحالية؛ لذلك خارج النطاق.
119,Kundenberater Private Banking (m/w/d),"Im Auftrag unseres Partnerunternehmens in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „Kundenberater Private Banking (m/w/d)“. Aufgaben Als Kundenberater Private Banking (m/w/d) unterstützen Sie Senior-Berater bei der ganzheitlichen Betreuung und Beratung anspruchsvoller Privatkunden sowie institutioneller Investoren Dabei pflegen Sie bestehende Kundenbeziehungen im gehobenen Privatkundensegment und tragen aktiv zum Auf- und Ausbau langfristiger Partnerschaften bei Sie wirken bei der Akquise neuer Kunden mit, begleiten Vertriebsaktivitäten und unterstützen beim strategischen Ausbau des zugewiesenen Kundenstamms Sie führen ziel- und abschlussorientierte Beratungsgespräche, erkennen Kundenbedarfe und entwickeln daraus maßgeschneiderte Anlagestrategien unter Berücksichtigung von Risikoprofilen und regulatorischen Anforderungen Zudem übernehmen Sie Aufgaben in unterschiedlichen Projekten des Bereichs Private Banking und bringen eigene Ideen zur Prozessoptimierung und Kundenbindung ein Qualifikation Sie übernehmen Aufgaben in unterschiedlichen Projekten des Bereichs Private Banking und bringen eigene Ideen zur Prozessoptimierung und Kundenbindung ein Sie verfügen über erste Berufserfahrung im Bankenumfeld, idealerweise im Private Banking, Wealth Management oder in der Vermögensberatung Sie beherrschen den sicheren Umgang mit MS Office, insbesondere mit Word, Excel und PowerPoint Sie zeichnen sich durch hohe Serviceorientierung, Kommunikationsstärke und ein souveränes...",out_of_scope,0.0,out_of_scope,الوظيفة استشارات مصرفية وإدارة علاقات واستثمارات للعملاء، ولا تنتمي إلى أي مسار تطوير تقني مدعوم؛ لذلك خارج النطاق.
340,Senior Growth Manager (w/m/d) Subscription & Conversion,"Kurz gesagt: Wir haben 5 Mio. Follower, über 40.000 zahlende User und sind die größte deutschsprachige Gesundheitsmarke auf YouTube. Was uns fehlt, ist jemand, der aus dieser Reichweite systematisch mehr rausholt.Du ownst unseren kompletten Subscription-Funnel. Von der ersten Berührung über die Conversion bis zum Abo, und vor allem: bis zu dem Moment, wo jemand wirklich dranbleibt. CRO gibt es bei uns bisher nicht als Funktion. Du baust sie auf.DEINE MISSIONDen gesamten Funnel verantworten: Traffic bis Abo, Onboarding bis echte NutzungEin strukturiertes A/B-Testing-Programm aufbauen, das auf Hypothesen basiert statt auf MeinungenKPIs, Tracking und Datenstruktur von Anfang an sauber aufsetzen (GA4)Unsere Pricing- und Trial-Logik weiterentwickelnMehr User aktivieren, die sich anmelden aber nie richtig loslegenHerausfinden, wo die größten Hebel liegen, und die zuerst anfassenEng mit Produkt, Marketing und Tech zusammenarbeitenDEIN PROFILDu hast in Growth, Conversion-Optimierung, Subscription Business oder Performance Marketing gearbeitetDu verstehst, wie Conversion-Funnels funktionieren, besonders rund um Aktivierung und RetentionDu hast schon mal ein Experimentation-Setup aufgebaut oder skaliertWeb-Analytics ist dein Alltag (GA4, Amplitude, Mixpanel o. ä.)Abo-Modelle, Paywalls und Pricing sind dir nicht fremdDu nutzt KI-Tools wie Claude oder Gemini produktiv und kannst Ergebnisse kritisch einordnenDu arbeitest eigenverantwortlich und sprichst Deutsch und Englisch sicherWAS DICH...",insufficient_evidence,0.0,out_of_scope,المهام تركز على Growth وConversion واشتراكات وA/B Testing وتسويق المنتج، وليس تنفيذ أحد المسارات التقنية المدعومة؛ لذلك خارج النطاق.
735,Investment Analyst (m/w/d) im Bereich Kapitalmärkte,"Wir als DeltaValue GmbH suchen neue Teammitglieder (m/w/d) als Investment Analyst im Bereich Kapitalmärkte. Als Investment Analyst (m/w/d) unterstützt du unsere Research-Prozesse, die Betreuung und Weiterentwicklung unserer Produkte, die Strukturierung von Kundenportfolios und Evaluierung konkreter Handelsideen in den Bereichen Aktien-, Options- und Futurehandel. Darüberhinaus stehst du im Austausch mit unseren Kunden zur Unterstützung unserer Strategien. Als staatlich geprüftes und zugelassenes Ausbildungsunternehmen vermitteln wir unseren Kunden Wissen rund um die erfolgreiche Kapitalanlage. Jährlich begleiten wir hunderte Kunden aus Deutschland, Österreich und der Schweiz auf diesem Weg und sind damit einer der führenden Anbieter. Aufgaben Erstellung regelmäßiger Aktienscreenings und Unternehmensanalysen Betreuung unserer Strategien in den Bereichen Aktien-, Options-, und Futurehandel Unterstützung unserer Kunden bei der Portfoliostrukturierung und Assetallokation Betreuung unseres Kundenstammes bei technischen und didaktischen Fragen rund um die Umsetzung unserer Strategien Erstellung von Präsentationen, Reports, Auswertungen, Checklisten und Leitfäden für Kunden mit gängigen Office-Anwendungen Kontinuierliche Weiterentwicklung des eigenen Wissens und eigener Fähigkeiten im Gesamtbereich ""Kapitalmärkte"" Qualifikation Schnelle Auffassungsgabe und ausgeprägtes Gespür für Präzision Die Fähigkeit, bestehenden Prozessen zu folgen und diese zuverlässig auszuführen Motivation, j...",insufficient_evidence,0.0,out_of_scope,الدور تحليل استثمارات وأسواق مالية ومحافظ وأفكار تداول، ولا يرتبط بمسارات تطوير البرمجيات الأربعة؛ لذلك خارج النطاق.
271,Projektmanager*in Softwareentwicklung (m/w/d) Digital-Health,"Als Projektmanager*in trägst du bei uns Verantwortung für Budgets, Timings und dafür, dass Projekte auch dann auf Kurs bleiben, wenn es mal unruhig wird. Du weißt, wie Softwareentwicklung tickt, kennst die Dynamiken agiler Teams und findest dich in einem Umfeld wohl, in dem kein Projekt wie das andere ist. Gemeinsam mit deiner Kollegin Kristin seid ihr die Verbindung zwischen unseren Kund*innen und den interdisziplinären Teams aus Entwicklung, Design und Produktmanagement und sorgt dafür, dass aus guten Ideen funktionierende digitale Produkte werden. Aufgaben Du steuerst unsere Softwareentwicklungsprojekte end-to-end – von der Planung über Budgetverantwortung und Controlling bis zum Reporting mit unseren Kund*innen und internen Teams Dabei behältst du Kapazitäten, Timings und Abhängigkeiten über mehrere Projekte hinweg im Blick und steuerst aktiv nach, wenn sich Herausforderungen abzeichnen Du erkennst frühzeitig, wo es im Projektablauf, in Prozessen oder im Miteinander hakt und bringst eigenständig Lösungen ein Du arbeitest kontinuierlich daran, unsere Projektprozesse weiterzuentwickeln, z.B. für datenbasierte Schätzungen, besseres Forecasting oder nachhaltige Strukturen Du kommunizierst regelmäßig mit Kund*innen und internen Teams über den Projektfortschritt und planst sowie moderierst Abstimmungstermine sowie Kunden-Workshops Qualifikation Mehrjährige Erfahrung im Projektmanagement digitaler Produkte auf Agentur- oder Dienstleisterseite Du bewegst dich sicher in klassische...",insufficient_evidence,0.0,out_of_scope,الوظيفة إدارة مشاريع برمجية من حيث الميزانيات والمواعيد والتنسيق والتقارير، وليست دور تطوير تقني؛ لذلك خارج النطاق.
784,COO - GeschäftsführerIn mit Operations & Scaling Verantwortung,"GREEN SHIRTS entwickelt nachhaltige, hochwertige und fair produzierte Textilien sowie Merchandisinglösungen für Unternehmen, öffentliche Einrichtungen und Organisationen in der DACH- und EU-Region. Zu unseren Kund zählen unter anderem Allianz, Philips, Thyssenkrupp, Telekom, BNP Paribas, SBB, Bitpanda und UNESCO sowie Universitäten, NGOs, Start-ups, mittelständische Unternehmen und öffentliche Einrichtungen. Als Early Mover haben wir uns in unserem Markt einen etablierten Namen erarbeitet. Nach mehreren Tausend erfolgreich umgesetzten Projekten gestalten wir nun die nächste Entwicklungsstufe unseres Unternehmens. Dafür suchen wir eine unternehmerisch denkende Persönlichkeit mit COO- und Co-Founder-Perspektive, die Erfahrung, Engagement und Hands-on-Mentalität mitbringt und gemeinsam mit uns die nächste Wachstums- und Skalierungsphase von GREEN SHIRTS vorantreibt. Du verbindest Sales, Einkauf, Produktion, Logistik, Finance und IT zu effizienten Abläufen, setzt Prioritäten und bringst wichtige Projekte zuverlässig zum Abschluss. Die Rolle ist klar hands-on und operativ ausgerichtet: Du erkennst Engpässe, analysierst Probleme, entwickelst konkrete Lösungen und setzt zentrale Themen selbst um. Koordination und Abstimmung gehören dazu, stehen jedoch nicht im Mittelpunkt deiner Tätigkeit. Nach einer strukturierten Einarbeitung ist die frühzeitige Übernahme einer offiziellen Geschäftsführerfunktion vorgesehen. Bei fachlichem und persönlichem Fit besteht eine klare Beteiligungs- und...",insufficient_evidence,0.0,out_of_scope,الدور تنفيذي وتشغيلي COO يركز على المبيعات والإنتاج واللوجستيات والتمويل والتوسع، وليس مساراً تقنياً مدعوماً؛ لذلك خارج النطاق.
204,Senior Manager SAP Transformation (m/w/d),"Gemeinsam mit unserem Partner, einer erfolgreichen und hochspezialisierten Boutique-Beratung in Köln, suchen wir einen Senior Manager SAP Transformation (m/w/d). Unser Partner vereint das Beste aus zwei Welten: Die Professionalität, Methodenstärke und die hochkarätigen Projekte einer klassischen Managementberatung, kombiniert mit der Agilität, Dynamik und der engen, gemeinschaftlichen Teamarbeit einer Start-up-Kultur. Hier berät ein kompaktes, schlagkräftiges Team die echten „Big Player“ der Handels- und Konsumgüterbranche bei komplexen, umfassenden Transformationen. Wenn Du echte Wirksamkeit statt starrer Konzernstrukturen suchst, bietet Dir diese Rolle eine spannende und langfristige Perspektive mit hohem Gestaltungsspielraum. Aufgaben End-to-End Projektleitung: Du übernimmst die vollumfängliche Verantwortung für die Steuerung komplexer (SAP) Transformations- und Digitalisierungsprojekte bei namhaften Großkunden im Handels- und Konsumgüterumfeld. Strategische Schnittstelle: Du agierst als zentrales Bindeglied auf C-Level- und Managementebene. Dein Fokus liegt auf der betriebswirtschaftlichen und technologischen Projektsteuerung (Budgetverantwortung, Meilensteine, Risikomanagement) Ganzheitliche Führung: Du übernimmst die fachliche und disziplinarische Verantwortung für ein motiviertes Beraterteam, entwickelst Talente aktiv weiter und förderst eine progressive Kultur auf Augenhöhe. Business Development & Vermarktung: Du treibst die Serviceentwicklung aktiv voran, gestaltest...",insufficient_evidence,0.0,out_of_scope,المهام إدارة وتحول SAP وقيادة مشاريع واستشارات على مستوى الإدارة، وليست تطويراً ضمن المسارات الأربعة؛ لذلك خارج النطاق.
444,Senior Real Estate Investment Sales Advisor (d/w/m),"Investfriend - ein neues Portfoliounternehmen von Hypofriend - ist Vorreiter bei der Förderung von Investitionen in energieeffiziente Mietimmobilien (insbesondere in Berlin und Umgebung). Wir konzentrieren uns darauf, erstklassige Immobilienprojekte auszuwählen, die aufgrund neuer Abschreibungsvorschriften und spezieller KfW-Förderprogramme von erweiterten Steuervorteilen profitieren. Investfriend ermöglicht transparente Investitionen in solche Objekte mit zu erwartenden jährlichen Renditen von 10-30%, bei gleichzeitiger Minimierung des Verwaltungsaufwandes. Dies ergänzt unsere Beratung zu Spar- und Investitionsstrategien sowie die steuer- und renditeoptimierten, ETF-basierten Sparpläne, die wir über unser anderes Portfoliounternehmen Pensionfriend anbieten. Aufgaben Expertise in der Investmentberatung: Biete maßgeschneiderte Investmentberatung für individuelle Kundinnen und Kunden, hauptsächlich im Bereich Immobilieninvestitionen, aber auch bei ETF-Plänen. Projektanalyse: Analysiere und helfe bei der Auswahl attraktiver energieeffizienter Immobilienprojekte mit hohen Renditechancen. Steuerliche Beratung: Unterstütze besonders einkommensstarke Kundinnen und Kunden dabei, die Vorteile neuer Abschreibungsgesetze und KfW-Förderungen zu verstehen und zu maximieren. Betreuung von Kundinnen und Kunden: Entwickle und pflege Beziehungen von Kundinnen und Kunden, biete kontinuierliche Unterstützung und Updates zu Investitionen. Angebotserstellung: Bereite detaillierte Investitionsvors...",insufficient_evidence,0.0,out_of_scope,الوظيفة استشارات مبيعات واستثمار عقاري وتحليل فرص وعلاقات عملاء، ولا تنتمي إلى المسارات التقنية المدعومة؛ لذلك خارج النطاق.
656,"Software Engineer, Platform - Munich, Germany","The mission of Speechify is to make sure that reading is never a barrier to learning. Over 50 million people use Speechify's text-to-speech products to turn whatever they're reading – PDFs, books, Google Docs, news articles, websites – into audio, so they can read faster, read more, and remember more. Speechify's text-to-speech reading products include its iOS app, Android App, Mac App, Chrome Extension, and Web App. Google recently named Speechify the Chrome Extension of the Year and Apple named Speechify its 2025 Design Award winner for Inclusivity. Today, nearly 200 people around the globe work on Speechify in a 100% distributed setting – Speechify has no office. These include frontend and backend engineers, AI research scientists, and others from Amazon, Microsoft, and Google, leading PhD programs like Stanford, high growth startups like Stripe, Vercel, Bolt, and many founders of their own companies. Overview The responsibilities of our Platform team include building and maintaining all backend services, including, but not limited to, payments, analytics, subscriptions, new products, text to speech, and external APIs. This is a key role and ideal for someone who thinks strategically, enjoys fast-paced environments, is passionate about making product decisions, and has experience building great user experiences that delight users. We are a flat organization that allows anyone to become a leader by showing excellent technical skills and delivering results consistently and f...",insufficient_evidence,2.3,backend,الوصف يوضح أن فريق Platform مسؤول عن بناء وصيانة جميع خدمات Backend والمدفوعات والتحليلات والاشتراكات والـAPIs؛ لذلك المسار الصحيح Backend.
481,"Associate Product Manager, Delivery (m/f/d)","We are looking for a Associate Product Delivery Manager to help turn product priorities into clear, well-organized work for our engineering and design teams. Working closely with our Product Lead, you will help define new features, prepare upcoming work, coordinate requirements, and keep track of sprint progress. You will bring structure and clarity to the product-development process while growing your product-management skills through hands-on experience and mentorship. This is a good opportunity for someone early in their product career who is organized, curious, and comfortable collaborating across different disciplines. Tasks Draft feature scopes, requirements, user stories, and acceptance criteria with guidance from the Product Lead. Help maintain and organize the product backlog. Prepare features and tasks for refinement and sprint planning. Coordinate requirements and open questions between product, engineering, and design. Track sprint status, delivery progress, dependencies, and blockers. Keep the team and relevant stakeholders informed about progress and changes. Support planning, refinement, reviews, and other product-delivery meetings. Document product requirements, decisions, and changes. Gather the information needed for prioritization discussions. Contribute recommendations while the Product Lead retains final prioritization responsibility. Help improve the team’s product-development and delivery processes. Take on greater product ownership as your skills and e...",insufficient_evidence,0.0,out_of_scope,المهام إدارة المنتج والـBacklog والمتطلبات والتخطيط ومتابعة الـSprint، وليست تطوير برمجيات ضمن أحد المسارات الأربعة؛ لذلك خارج النطاق.
845,Teamleiter in Festanstellung (m/w/d) (Vollzeit) (100% Remote) B2C Sales Zahnzusatzversicherung,"Bei der Checkfox Service GmbH erwartet dich die einzigartige Gelegenheit, als Teamleiter Teil eines hochdynamischen Scale-Ups mit Startup-Geist zu werden. Seit 2020 zählt Checkfox zu den am schnellsten wachsenden Vergleichsplattformen in den Bereichen Finanzen, erneuerbare Energien, Versicherungen und weiteren Zukunftsmärkten. Mit einem 70-köpfigen High-Performance-Team generieren wir bereits über 100.000 Kundenanfragen pro Monat und haben damit einen bedeutenden Meilenstein erreicht. Doch das ist erst der Anfang – und genau hier kommst du ins Spiel: Gemeinsam bauen wir diesen Erfolg weiter aus. Mit unserem Vergleichsportal generieren wir nicht nur hochwertige Anfragen für unsere B2B-Partner, sondern schließen als Unternehmen auch eigene Kunden über unser internes Closing-Team erfolgreich ab. Du hast Erfahrung im Zahnzusatzverkauf? Mit einer Kapazität von bis zu 1.000 Leads täglich bieten wir dir ein Spielfeld, auf dem du dein Wissen profitabel einsetzen kannst. Verkaufsstark und menschlich. Als Teamleiter gibst du den Takt vor: Du führst dein Vertriebsteam mit Weitblick, hältst die Motivation hoch und stellst durch gezielte Entwicklung sicher, dass wir unsere ambitionierten Ziele übertreffen. Aufgaben Führung & Steuerung Vertriebsteam: Leitung, Motivation und Weiterentwicklung deines Vertriebsteams zur Erreichung der definierten Ziele Budgetverantwortung: Als Teamleiter verantwortest du ein monatliches Werbebudget für dein Team von etwa 250.000 € Kunden- und Marktverantwortu...",insufficient_evidence,0.0,out_of_scope,الدور قيادة فريق مبيعات وتأمين وتحقيق أهداف وميزانيات تسويقية، ولا يرتبط بمسارات التطوير التقنية؛ لذلك خارج النطاق.
743,"Steuerberater (m/w/d) in Radbruch, auf Wunsch mit Partnerperspektive, gesucht - mindestens 90.000€","TaxTalente ist die Nr. 1 Job-Matching Plattform für Jobsuchende in der Steuerberatung. Sie suchen eine positive berufliche Veränderung? Sie möchten den nächsten Schritt in Ihrer Karriere gehen und streben möglicherweise sogar eine Partnerschaft in einer zukunftsorientierten Kanzlei an? Sie möchten endlich wieder in einem positiven Arbeitsumfeld arbeiten, in dem Sie finanziell und persönlich wertgeschätzt werden? Sie suchen nach Tätigkeiten, die Sie auch wirklich weiterbringen? Sofern Sie sich in mindestens einem der genannten Punkte wiederfinden, sollten Sie sich bei uns melden. Wir haben die attraktivsten Arbeitgeber der Steuerberatungsbranche in unserem Netzwerk und bringen zusammen, was zusammengehört. Grenzenlose Entwicklungschancen mit Partnermöglichkeiten, vielschichtige Tätigkeitsbereiche, Gehälter wie in der Industrie und vieles mehr – melden Sie sich bei uns und wir unterstützen Sie auf Ihrem weiteren Karriereweg! Derzeit suchen wir nach einem Steuerberater (m/w/d) für eine unserer Partner-Kanzleien in Radbruch Bei Rückfragen kannst du dich gerne jederzeit (auch nach deinem Feierabend) direkt telefonisch an Herrn Becker-Koch über folgende Nummer wenden: 015901431130 Aufgaben Wir bringen zusammen, was zusammengehört. Dabei spielt das passende Tätigkeitsprofil natürlich eine entscheidende Rolle. Bei unserer Partnerkanzlei können Sie sich Ihren Aufgabenbereich auf Basis Ihrer persönlichen Stärken und Schwächen selbst zusammenstellen. Erstellung und Review von Jahresabsc...",insufficient_evidence,0.0,out_of_scope,الوظيفة استشارات ضريبية وإعداد ومراجعة حسابات وإقرارات، ولا تنتمي إلى أي مسار تقني مدعوم؛ لذلك خارج النطاق.
763,Senior SEO Consultant (m/w/d) | Focus on Organic Search & AI | 100% Remote,"Mehr Traffic ist einfach. Relevanten Traffic zu erzeugen ist schwer. Deshalb optimieren wir nicht auf Klicks, sondern auf Unternehmensziele. Willkommen bei Hurra Communications. Hier hat Bauchgefühl Pause und datenbasierte Entscheidungen stehen im Mittelpunkt. Wir erzeugen nicht einfach Sichtbarkeit. Wir entwickeln datengetriebene Strategien aus SEO, AI und Organic Search, die echte Unternehmensziele unterstützen. Dabei geht es für uns nicht einfach um mehr Klicks oder mehr Sichtbarkeit. Unser Anspruch ist es, die richtigen Nutzer zu erreichen. Wir verstehen uns nicht als externer Dienstleister, der Aufgaben abhakt, sondern als Partner auf Augenhöhe. Wir denken mit, hinterfragen, entwickeln alles gemeinsam und feiern Erfolge zusammen. Wenn Du bei Begriffen wie Server Side Rendering, Crawl Budget, Content Encoding oder Font-Optimierung nicht direkt aussteigst und gleichzeitig Business Ziele im Blick behältst, dann: Let’s talk! Aufgaben Kund:innen strategisch beraten, begleiten und im Bereich SEO, AI und Organic Search erfolgreich machen Datengetriebene Strategien entwickeln und Potenziale in Content, Technik und Suchintentionen identifizieren Hypothesen aufstellen, testen und datenbasiert optimieren statt auf Bauchgefühl zu vertrauen Projekte eigenverantwortlich steuern, Prioritäten setzen und Themen proaktiv vorantreiben Workshops und Termine moderieren, Kund:innen abholen und Themen strukturiert vorantreiben AI & Automatisierungen einsetzen, Prozesse smarter gestalten und Ef...",frontend,5.6,out_of_scope,الدور استشاري في SEO وOrganic Search والتسويق الرقمي؛ ذكر تقنيات الويب هدفه تحسين الظهور وليس تطوير واجهات Frontend.
525,Tech & AI Specialist (Marketing Agency),"Hey, I'm Yannic, co-founder of agencro, a CRO and direct-response agency for e-commerce brands: advertorials, landing pages, online shops and email for our clients - plus our own brands, where we also run paid ads ourselves. We work AI-first: AI produces the volume, a small team with real taste directs and finishes it. Small remote team, short paths, your work goes live fast. Our work runs on landing pages, advertorials, online shops and A/B tests. This role owns the technical side of that: you build and maintain what the team ships, and you bring AI into the daily workflow. We are not looking for a narrow specialist. What matters is broad tech and AI understanding - someone who can move across page builders, Shopify, code and AI tools and reliably get things live. Tasks Build pages: landing pages, advertorials and funnels - in page builders (e.g. LanderLab) and directly in HTML/CSS/JS. Shopify: theme edits, sections and storefront changes for our client shops and own brands - a core part of the job. A/B tests: set up test variants cleanly and QA them before they go live. Work AI-first: AI coding tools and LLM workflows are your default way of building - broad understanding beats memorized syntax. Keep things running: bugs, small feature requests, technical QA - reliably and without drama. Requirements Who we're NOT looking for Narrow specialists who only know one builder or one framework. AI sceptics. AI tools are the default here, not a gimmick. People who need a full spec...",frontend,7.2,frontend,المهام تتضمن بناء صفحات هبوط ومتاجر Shopify وتعديلات HTML/CSS/JavaScript والواجهات؛ لذلك المسار الأقرب Frontend.
301,Senior Software Architekt Java,"Was dich erwartet Vielfältige Projekte: Du wirst an spannenden und verantwortungsvollen Aufgaben in verschiedenen Branchen wie Telekommunikation, Finanzen, Automotive, Logistik und Medien arbeiten. Von der Konzeption bis zur Umsetzung – du bist in allen Projektphasen dabei und arbeitest eng mit unseren Kunden zusammen, um maßgeschneiderte Lösungen zu entwickeln. Dabei hast du die Möglichkeit, unterschiedlichste Technologien und Architekturen kennenzulernen und aktiv mitzugestalten. **Moderne Technologien:**Nutze deine Expertise in Java Enterprise, Spring, BPM, Microservices, Microfrontends, SelfContained Systems, Container-,Serverless- und Cloud-Technologien sowie Frontend-Technologien wie React, Vue oder Angular. Praxisorientierte Architektur: Du entwickelst servicebasierte Architekturen und überprüfst ihre Praxistauglichkeit durch Prototyping. Teamarbeit: Erlebe die Zusammenarbeit in einem dynamischen und motivierten Team, das Innovationen schätzt. Wohnortnahe Einsätze: Unsere Projekte im Rheinland ermöglichen dir eine gute Work-Life-Balance. Attraktive Vergütung: Du erhältst eine branchenüberdurchschnittliche Vergütung, die deine Expertise würdigt. Was du mitbringst Erfahrung & Expertise: Du hast mehrere Jahre Erfahrung in der Konzeption und Umsetzung von Java-Enterprise-Anwendungen mit JEE-Standard, Spring und gängigen Frameworks. Technologie-Kenntnisse: Du verfügst über fundierte Kenntnisse in Enterprise-Architekturen wie SOA, BPM, Microservices und Cloud-Technologien so...",frontend,2.8,ambiguous,الدور معماري برمجيات يجمع Java وSpring وMicroservices مع React وVue وAngular وتقنيات Cloud؛ لذلك يتداخل بين أكثر من مسار.
321,IT-Systemadministrator (m/w/d) Vollzeit,"Hast du Lust, die IT-Infrastruktur eines wachsenden Unternehmens aktiv mitzugestalten und Verantwortung zu übernehmen? Dann bist du bei uns genau richtig! Für die Betreuung und Weiterentwicklung unserer IT-Landschaft bei AccountOne suchen wir ab sofort ein cleveres Köpfchen im Bereich Systemadministration. Aufgaben Arbeitsplatz-Held (m/w/d): Du übernimmst die Einrichtung, Konfiguration und Betreuung unserer Windows-basierten Arbeitsplatzsysteme sowie neuer Hardware für das Team. Inventar-Master: Du kümmerst dich eigenverantwortlich um die Verwaltung und Strukturierung unseres gesamten IT-Inventars (Hardware, Lizenzen, Zubehör) und pflegst sowie optimierst das zugehörige Inventarisierungsprogramm. Infrastruktur-Manager: Du unterstützt uns bei der Administration, Überwachung und strategischen Weiterentwicklung unserer internen IT-Infrastruktur. Sicherheits-Garant: Du sorgst für einen stabilen, sicheren und performanten Systembetrieb im Alltag. Identity & Access Management: Du verwaltest Benutzerkonten, Rollen und Zugriffsrechte (z. B. im Active Directory / Microsoft 365). Web-Maintainer: Du übernimmst die Wartung und Programmierung (z. B. Updates, kleinere Anpassungen) unserer AccountOne Internetpräsenzen. Qualifikation Du hast eine abgeschlossene Ausbildung als Systemadministrator oder ähnlich mit Erfahrung im IT-Bereich. Du hast bereits fundierte Kenntnisse im Bereich Windows-Betriebssysteme und grundlegendes Verständnis von Netzwerken und IT-Sicherheit. Du arbeitest sehr sor...",frontend,5.6,devops,المهام الأساسية إدارة أنظمة Windows والبنية التحتية والحسابات والصلاحيات وMicrosoft 365؛ صيانة المواقع مهمة فرعية فقط، لذلك DevOps.
252,Technical Lead (f/m/d),"Your mission Lead an outstanding engineering team Coach engineers through regular 1:1s and continuous feedback Foster a culture of ownership, learning, and collaboration Support hiring, onboarding, and professional growth Remove blockers and help your team perform at its best Own delivery Translate product goals into realistic engineering plans Break down complex initiatives into well-defined work packages Scope, estimate, and prioritize work together with Product Balance quality, speed, and business impact Shape technical direction Drive architectural decisions within your team Maintain high engineering standards through reviews and mentoring Improve performance, reliability, and maintainability Contribute hands-on to features, refactoring, and production issues Collaborate across the organisation Align with other Technical Leads and Product Managers Coordinate dependencies across teams Share knowledge and continuously improve engineering practices Drive AI-first engineering We believe AI fundamentally changes how software is built. You'll: Use AI daily for implementation, code reviews, testing, debugging, documentation, and architecture Continuously improve engineering workflows using AI Coach your team in adopting new AI capabilities Experiment with emerging AI tools and establish best practices Your profile Technical Experience 5+ years of professional backend or full-stack development Strong experience with ASP.NET Core Experience with React, TypeScript, and JavaScript E...",frontend,4.75,ambiguous,الدور Technical Lead بخبرة Backend وFull-Stack ويستخدم ASP.NET Core مع React وTypeScript؛ لذلك لا ينتمي لمسار واحد بوضوح.
